식당명,주소,위도,경도,거리(km),"{ name: '식당명', address: '주소', latitude: 위도, longitude: 경도, distance: 거리(km) },",,,,,
이디야 판교파미어스몰점,경기도 성남시 수정구 시흥동 288-2 C2블록 B103-2호 ,37.40804159,127.0981152,0.85,"{ name: '이디야 판교파미어스몰점', address: '경기도 성남시 수정구 시흥동 288-2 C2블록 B103-2호 ', latitude: 37.40804159, longitude: 127.0981152, distance: 0.85 },",,,,,
정미소,경기도 성남시 수정구 시흥동 288-2 B동 1층 104호 ,37.40804159,127.0981152,0.85,"{ name: '정미소', address: '경기도 성남시 수정구 시흥동 288-2 B동 1층 104호 ', latitude: 37.40804159, longitude: 127.0981152, distance: 0.85 },",,,,,
제이브이엘(JVL)부대찌개 판교아이스퀘어점,경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 E동 2층 206-3호,37.40804159,127.0981152,0.85,"{ name: '제이브이엘(JVL)부대찌개 판교아이스퀘어점', address: '경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 E동 2층 206-3호', latitude: 37.40804159, longitude: 127.0981152, distance: 0.85 },",,,,,
진심담은 된장찌개 진된장 판교파미어스몰점,경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 D동 2층 207-2호 ,37.40804159,127.0981152,0.85,"{ name: '진심담은 된장찌개 진된장 판교파미어스몰점', address: '경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 D동 2층 207-2호 ', latitude: 37.40804159, longitude: 127.0981152, distance: 0.85 },",,,,,
청록미나리식당 판교점,경기도 성남시 수정구 시흥동 288-2 C동 1층 110-2호 ,37.40804159,127.0981152,0.85,"{ name: '청록미나리식당 판교점', address: '경기도 성남시 수정구 시흥동 288-2 C동 1층 110-2호 ', latitude: 37.40804159, longitude: 127.0981152, distance: 0.85 },",,,,,
컴포즈커피 판교파미어스몰점,경기도 성남시 수정구 시흥동 288-2 C2블록 102-2 ,37.40804159,127.0981152,0.85,"{ name: '컴포즈커피 판교파미어스몰점', address: '경기도 성남시 수정구 시흥동 288-2 C2블록 102-2 ', latitude: 37.40804159, longitude: 127.0981152, distance: 0.85 },",,,,,
탄탄면공방 판교아이스퀘어점,경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 F동 212호 ,37.40804159,127.0981152,0.85,"{ name: '탄탄면공방 판교아이스퀘어점', address: '경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 F동 212호 ', latitude: 37.40804159, longitude: 127.0981152, distance: 0.85 },",,,,,
투썸플레이스 판교파미어스몰점,경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 B동 1층 101호 ,37.40804159,127.0981152,0.85,"{ name: '투썸플레이스 판교파미어스몰점', address: '경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 B동 1층 101호 ', latitude: 37.40804159, longitude: 127.0981152, distance: 0.85 },",,,,,
티니핑 크라상,경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 E동 지하1층 B108호 ,37.40804159,127.0981152,0.85,"{ name: '티니핑 크라상', address: '경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 E동 지하1층 B108호 ', latitude: 37.40804159, longitude: 127.0981152, distance: 0.85 },",,,,,
파파존스 판교2테크노밸리점,경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 F동 지1층 B102호 ,37.40804159,127.0981152,0.85,"{ name: '파파존스 판교2테크노밸리점', address: '경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 F동 지1층 B102호 ', latitude: 37.40804159, longitude: 127.0981152, distance: 0.85 },",,,,,
피키샐리,경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 A동 지1층 B104-3호 ,37.40804159,127.0981152,0.85,"{ name: '피키샐리', address: '경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 A동 지1층 B104-3호 ', latitude: 37.40804159, longitude: 127.0981152, distance: 0.85 },",,,,,
홍짜장 판교파미어스점,경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 F동 2층 202호 ,37.40804159,127.0981152,0.85,"{ name: '홍짜장 판교파미어스점', address: '경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 F동 2층 202호 ', latitude: 37.40804159, longitude: 127.0981152, distance: 0.85 },",,,,,
히노아지 판교파미어스몰점,경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 B동 201-2호 ,37.40804159,127.0981152,0.85,"{ name: '히노아지 판교파미어스몰점', address: '경기도 성남시 수정구 시흥동 288-2 판교아이스퀘어 B동 201-2호 ', latitude: 37.40804159, longitude: 127.0981152, distance: 0.85 },",,,,,
(주)판교장어사랑,경기도 성남시 수정구 시흥동 85-1 1층 ,37.42143833,127.1054076,0.87,"{ name: '(주)판교장어사랑', address: '경기도 성남시 수정구 시흥동 85-1 1층 ', latitude: 37.42143833, longitude: 127.1054076, distance: 0.87 },",,,,,
맛있는 한우,경기도 성남시 수정구 시흥동 203-1 ,37.42261197,127.1032947,0.87,"{ name: '맛있는 한우', address: '경기도 성남시 수정구 시흥동 203-1 ', latitude: 37.42261197, longitude: 127.1032947, distance: 0.87 },",,,,,
호지원 숯불구이 판교본점,경기도 성남시 수정구 시흥동 85-1 1층 일부 ,37.42143833,127.1054076,0.87,"{ name: '호지원 숯불구이 판교본점', address: '경기도 성남시 수정구 시흥동 85-1 1층 일부 ', latitude: 37.42143833, longitude: 127.1054076, distance: 0.87 },",,,,,
홍쉐프라면,경기도 성남시 수정구 시흥동 200-4 1층일부호,37.42206732,127.1047133,0.89,"{ name: '홍쉐프라면', address: '경기도 성남시 수정구 시흥동 200-4 1층일부호', latitude: 37.42206732, longitude: 127.1047133, distance: 0.89 },",,,,,
레이닌인터네셔널,경기도 성남시 수정구 시흥동 200-3 1층 일부호 ,37.42208757,127.1049394,0.9,"{ name: '레이닌인터네셔널', address: '경기도 성남시 수정구 시흥동 200-3 1층 일부호 ', latitude: 37.42208757, longitude: 127.1049394, distance: 0.9 },",,,,,
모랫말 회사랑,경기도 성남시 수정구 시흥동 85-5 1층 ,37.4216446,127.1057816,0.91,"{ name: '모랫말 회사랑', address: '경기도 성남시 수정구 시흥동 85-5 1층 ', latitude: 37.4216446, longitude: 127.1057816, distance: 0.91 },",,,,,
이디야커피 성남고등동점,경기도 성남시 수정구 고등동 615-6 1층 ,37.42377919,127.1010501,0.92,"{ name: '이디야커피 성남고등동점', address: '경기도 성남시 수정구 고등동 615-6 1층 ', latitude: 37.42377919, longitude: 127.1010501, distance: 0.92 },",,,,,
볼더스콘(Boulder Scone),경기도 성남시 수정구 고등동 615-4 1층 ,37.42374424,127.1013533,0.93,"{ name: '볼더스콘(Boulder Scone)', address: '경기도 성남시 수정구 고등동 615-4 1층 ', latitude: 37.42374424, longitude: 127.1013533, distance: 0.93 },",,,,,
스우네,경기도 성남시 수정구 고등동 615 1층 일부호,37.42392403,127.1007865,0.93,"{ name: '스우네', address: '경기도 성남시 수정구 고등동 615 1층 일부호', latitude: 37.42392403, longitude: 127.1007865, distance: 0.93 },",,,,,
푸른언덕,"경기도 성남시 수정구 사송동 520-10 1,2층 ",37.41600811,127.1091356,0.93,"{ name: '푸른언덕', address: '경기도 성남시 수정구 사송동 520-10 1,2층 ', latitude: 37.41600811, longitude: 127.1091356, distance: 0.93 },",,,,,
현대식당,경기도 성남시 수정구 시흥동 87-4 ,37.42209484,127.1054755,0.93,"{ name: '현대식당', address: '경기도 성남시 수정구 시흥동 87-4 ', latitude: 37.42209484, longitude: 127.1054755, distance: 0.93 },",,,,,
동진수산 풍천장어,경기도 성남시 수정구 고등동 432-9 1층 ,37.42382768,127.1024999,0.97,"{ name: '동진수산 풍천장어', address: '경기도 성남시 수정구 고등동 432-9 1층 ', latitude: 37.42382768, longitude: 127.1024999, distance: 0.97 },",,,,,
넝쿨포도,경기도 성남시 수정구 시흥동 42-1 1층 ,37.42122481,127.1072864,0.98,"{ name: '넝쿨포도', address: '경기도 성남시 수정구 시흥동 42-1 1층 ', latitude: 37.42122481, longitude: 127.1072864, distance: 0.98 },",,,,,
세븐밥상,경기도 성남시 수정구 고등동 616-2 5층 일부호 ,37.42415649,127.101739,0.98,"{ name: '세븐밥상', address: '경기도 성남시 수정구 고등동 616-2 5층 일부호 ', latitude: 37.42415649, longitude: 127.101739, distance: 0.98 },",,,,,
여수아,경기도 성남시 수정구 고등동 613-2 1층 ,37.42432075,127.1008944,0.98,"{ name: '여수아', address: '경기도 성남시 수정구 고등동 613-2 1층 ', latitude: 37.42432075, longitude: 127.1008944, distance: 0.98 },",,,,,
에이크,경기도 성남시 수정구 고등동 611-10 1층 ,37.42455748,127.0997933,0.99,"{ name: '에이크', address: '경기도 성남시 수정구 고등동 611-10 1층 ', latitude: 37.42455748, longitude: 127.0997933, distance: 0.99 },",,,,,
신신원,경기도 성남시 수정구 고등동 611-1 1층 ,37.4247146,127.0993848,1,"{ name: '신신원', address: '경기도 성남시 수정구 고등동 611-1 1층 ', latitude: 37.4247146, longitude: 127.0993848, distance: 1 },",,,,,
21 플라밍고(21 Flamingo),경기도 성남시 수정구 시흥동 285-2 판교창조경제밸리 1층 103호,37.41089541,127.0889799,1.01,"{ name: '21 플라밍고(21 Flamingo)', address: '경기도 성남시 수정구 시흥동 285-2 판교창조경제밸리 1층 103호', latitude: 37.41089541, longitude: 127.0889799, distance: 1.01 },",,,,,
경성다방,경기도 성남시 수정구 시흥동 285-2 판교창조경제밸리 503호,37.41089541,127.0889799,1.01,"{ name: '경성다방', address: '경기도 성남시 수정구 시흥동 285-2 판교창조경제밸리 503호', latitude: 37.41089541, longitude: 127.0889799, distance: 1.01 },",,,,,
로우테라스,경기도 성남시 수정구 고등동 611-4 1층 ,37.42471406,127.0999161,1.01,"{ name: '로우테라스', address: '경기도 성남시 수정구 고등동 611-4 1층 ', latitude: 37.42471406, longitude: 127.0999161, distance: 1.01 },",,,,,
야미카츠 본점,경기도 성남시 수정구 시흥동 285-2 판교창조경제밸리기업지원허브 106호,37.41089541,127.0889799,1.01,"{ name: '야미카츠 본점', address: '경기도 성남시 수정구 시흥동 285-2 판교창조경제밸리기업지원허브 106호', latitude: 37.41089541, longitude: 127.0889799, distance: 1.01 },",,,,,
콜드앤브런치,"경기도 성남시 수정구 시흥동 285-2 판교창조경제밸리 기업지원허브, 1층 110일부호",37.41089541,127.0889799,1.01,"{ name: '콜드앤브런치', address: '경기도 성남시 수정구 시흥동 285-2 판교창조경제밸리 기업지원허브, 1층 110일부호', latitude: 37.41089541, longitude: 127.0889799, distance: 1.01 },",,,,,
힘난다버거 판교티씨(TC)점,경기도 성남시 수정구 시흥동 285-2 판교창조경제밸리 107호,37.41089541,127.0889799,1.01,"{ name: '힘난다버거 판교티씨(TC)점', address: '경기도 성남시 수정구 시흥동 285-2 판교창조경제밸리 107호', latitude: 37.41089541, longitude: 127.0889799, distance: 1.01 },",,,,,
반달커피 성남고등,경기도 성남시 수정구 고등동 612-1 1(일부)층 ,37.42471021,127.1007398,1.02,"{ name: '반달커피 성남고등', address: '경기도 성남시 수정구 고등동 612-1 1(일부)층 ', latitude: 37.42471021, longitude: 127.1007398, distance: 1.02 },",,,,,
카페멜로이,경기도 성남시 수정구 사송동 517-22 1층 ,37.41639354,127.1101364,1.02,"{ name: '카페멜로이', address: '경기도 성남시 수정구 사송동 517-22 1층 ', latitude: 37.41639354, longitude: 127.1101364, distance: 1.02 },",,,,,
씨제이프레시웨이(주) 판교거점,경기도 성남시 수정구 사송동 530 1층 ,37.41755422,127.1101501,1.04,"{ name: '씨제이프레시웨이(주) 판교거점', address: '경기도 성남시 수정구 사송동 530 1층 ', latitude: 37.41755422, longitude: 127.1101501, distance: 1.04 },",,,,,
청담추어정플러스,경기도 성남시 수정구 시흥동 39-2 1~2층 ,37.42188782,127.107539,1.04,"{ name: '청담추어정플러스', address: '경기도 성남시 수정구 시흥동 39-2 1~2층 ', latitude: 37.42188782, longitude: 127.107539, distance: 1.04 },",,,,,
(주)비오비하우스,경기도 성남시 수정구 고등동 609 ECO-Park 주건축물제1동 2층,37.42502904,127.1006813,1.05,"{ name: '(주)비오비하우스', address: '경기도 성남시 수정구 고등동 609 ECO-Park 주건축물제1동 2층', latitude: 37.42502904, longitude: 127.1006813, distance: 1.05 },",,,,,
이현&부산아지매국밥 성남고등점,경기도 성남시 수정구 고등동 610-6 1층 일부 ,37.42508597,127.1002761,1.05,"{ name: '이현&부산아지매국밥 성남고등점', address: '경기도 성남시 수정구 고등동 610-6 1층 일부 ', latitude: 37.42508597, longitude: 127.1002761, distance: 1.05 },",,,,,
카페(CARFE),경기도 성남시 수정구 시흥동 88-5 2층 일부 ,37.42305711,127.1061029,1.05,"{ name: '카페(CARFE)', address: '경기도 성남시 수정구 시흥동 88-5 2층 일부 ', latitude: 37.42305711, longitude: 127.1061029, distance: 1.05 },",,,,,
고향카츠 판교테크노밸리,"경기도 성남시 수정구 시흥동 296-3 C1블록 114, 115호 ",37.40987464,127.0891012,1.06,"{ name: '고향카츠 판교테크노밸리', address: '경기도 성남시 수정구 시흥동 296-3 C1블록 114, 115호 ', latitude: 37.40987464, longitude: 127.0891012, distance: 1.06 },",,,,,
그라츠커피랩 판교파미어스몰점,경기도 성남시 수정구 시흥동 296-3 판교아이스퀘어 119호,37.40987464,127.0891012,1.06,"{ name: '그라츠커피랩 판교파미어스몰점', address: '경기도 성남시 수정구 시흥동 296-3 판교아이스퀘어 119호', latitude: 37.40987464, longitude: 127.0891012, distance: 1.06 },",,,,,
누하스 플레이,경기도 성남시 수정구 시흥동 296-3 C1블록 204-3(일부)호 ,37.40987464,127.0891012,1.06,"{ name: '누하스 플레이', address: '경기도 성남시 수정구 시흥동 296-3 C1블록 204-3(일부)호 ', latitude: 37.40987464, longitude: 127.0891012, distance: 1.06 },",,,,,
다락솥 판교 파미어스몰점,경기도 성남시 수정구 시흥동 296-3 판교아이스퀘어 2층 208호,37.40987464,127.0891012,1.06,"{ name: '다락솥 판교 파미어스몰점', address: '경기도 성남시 수정구 시흥동 296-3 판교아이스퀘어 2층 208호', latitude: 37.40987464, longitude: 127.0891012, distance: 1.06 },",,,,,
더몰트하우스 서핑시티,경기도 성남시 수정구 시흥동 296-3 C1블록 107-2호 ,37.40987464,127.0891012,1.06,"{ name: '더몰트하우스 서핑시티', address: '경기도 성남시 수정구 시흥동 296-3 C1블록 107-2호 ', latitude: 37.40987464, longitude: 127.0891012, distance: 1.06 },",,,,,
델리커리 판교점,경기도 성남시 수정구 시흥동 296-3 판교파미어스몰 P1블록 210-1호,37.40987464,127.0891012,1.06,"{ name: '델리커리 판교점', address: '경기도 성남시 수정구 시흥동 296-3 판교파미어스몰 P1블록 210-1호', latitude: 37.40987464, longitude: 127.0891012, distance: 1.06 },",,,,,
라운지나인,경기도 성남시 수정구 시흥동 296-3 판교아이스퀘어 3층 호텔호 ,37.40987464,127.0891012,1.06,"{ name: '라운지나인', address: '경기도 성남시 수정구 시흥동 296-3 판교아이스퀘어 3층 호텔호 ', latitude: 37.40987464, longitude: 127.0891012, distance: 1.06 },",,,,,
렛츠베이크,경기도 성남시 수정구 시흥동 296-3 판교아이스퀘어 2층 207호 일부 ,37.40987464,127.0891012,1.06,"{ name: '렛츠베이크', address: '경기도 성남시 수정구 시흥동 296-3 판교아이스퀘어 2층 207호 일부 ', latitude: 37.40987464, longitude: 127.0891012, distance: 1.06 },",,,,,
롯데웰푸드(주) 파스퇴르 밀크바 파미어스몰점,경기도 성남시 수정구 시흥동 296-3 C1블록 211호,37.40987464,127.0891012,1.06,"{ name: '롯데웰푸드(주) 파스퇴르 밀크바 파미어스몰점', address: '경기도 성남시 수정구 시흥동 296-3 C1블록 211호', latitude: 37.40987464, longitude: 127.0891012, distance: 1.06 },",,,,,
롯데컬처웍스 (주)롯데시네마 판교 매점,경기도 성남시 수정구 시흥동 296-3 지1층 시네마홀(일부) ,37.40987464,127.0891012,1.06,"{ name: '롯데컬처웍스 (주)롯데시네마 판교 매점', address: '경기도 성남시 수정구 시흥동 296-3 지1층 시네마홀(일부) ', latitude: 37.40987464, longitude: 127.0891012, distance: 1.06 },",,,,,
마성떡볶이 & 토리만쥬 판교파미어스몰점,"경기도 성남시 수정구 시흥동 296-3 B103,B104 ",37.40987464,127.0891012,1.06,"{ name: '마성떡볶이 & 토리만쥬 판교파미어스몰점', address: '경기도 성남시 수정구 시흥동 296-3 B103,B104 ', latitude: 37.40987464, longitude: 127.0891012, distance: 1.06 },",,,,,
바리 판교점,경기도 성남시 수정구 시흥동 296-3 C1블록 118호,37.40987464,127.0891012,1.06,"{ name: '바리 판교점', address: '경기도 성남시 수정구 시흥동 296-3 C1블록 118호', latitude: 37.40987464, longitude: 127.0891012, distance: 1.06 },",,,,,
바운스 판교센터,경기도 성남시 수정구 시흥동 296-3 파미어스몰 C1블록 206(일부)호 ,37.40987464,127.0891012,1.06,"{ name: '바운스 판교센터', address: '경기도 성남시 수정구 시흥동 296-3 파미어스몰 C1블록 206(일부)호 ', latitude: 37.40987464, longitude: 127.0891012, distance: 1.06 },",,,,,
