식당명,주소,위도,경도,거리(km),"{ name: '식당명', address: '주소', latitude: 위도, longitude: 경도, distance: 거리(km) },",,,,,
큰산아래 염소이야기 판교점,경기도 성남시 수정구 시흥동 21-4 3층 ,37.42218299,127.108727,1.15,"{ name: '큰산아래 염소이야기 판교점', address: '경기도 성남시 수정구 시흥동 21-4 3층 ', latitude: 37.42218299, longitude: 127.108727, distance: 1.15 },",,,,,
스타벅스 판교위든타워점,경기도 성남시 수정구 금토동 690 위든타워 주건축물제1동 1층 101호 ,37.40725871,127.0904081,1.19,"{ name: '스타벅스 판교위든타워점', address: '경기도 성남시 수정구 금토동 690 위든타워 주건축물제1동 1층 101호 ', latitude: 37.40725871, longitude: 127.0904081, distance: 1.19 },",,,,,
온더락스,경기도 성남시 수정구 고등동 601 판교밸리자이 3단지 지하1층 149호 ,37.42613988,127.1014459,1.19,"{ name: '온더락스', address: '경기도 성남시 수정구 고등동 601 판교밸리자이 3단지 지하1층 149호 ', latitude: 37.42613988, longitude: 127.1014459, distance: 1.19 },",,,,,
수랏간한식뷔페,경기도 성남시 수정구 금토동 688 216호,37.40773675,127.0895134,1.2,"{ name: '수랏간한식뷔페', address: '경기도 성남시 수정구 금토동 688 216호', latitude: 37.40773675, longitude: 127.0895134, distance: 1.2 },",,,,,
수랏간한식뷔페,"경기도 성남시 수정구 금토동 688 2층 212, 213, 214, 215호 ",37.40773675,127.0895134,1.2,"{ name: '수랏간한식뷔페', address: '경기도 성남시 수정구 금토동 688 2층 212, 213, 214, 215호 ', latitude: 37.40773675, longitude: 127.0895134, distance: 1.2 },",,,,,
써니빈스,경기도 성남시 수정구 금토동 676 1층 일부호 ,37.4080396,127.0890168,1.2,"{ name: '써니빈스', address: '경기도 성남시 수정구 금토동 676 1층 일부호 ', latitude: 37.4080396, longitude: 127.0890168, distance: 1.2 },",,,,,
얼룩되야지 금토본점,경기도 성남시 수정구 금토동 688 GT센트럴판교 1층 103호 ,37.40773675,127.0895134,1.2,"{ name: '얼룩되야지 금토본점', address: '경기도 성남시 수정구 금토동 688 GT센트럴판교 1층 103호 ', latitude: 37.40773675, longitude: 127.0895134, distance: 1.2 },",,,,,
엔커피 센트럴판교점,"경기도 성남시 수정구 금토동 688 1층 101호,102호 ",37.40773675,127.0895134,1.2,"{ name: '엔커피 센트럴판교점', address: '경기도 성남시 수정구 금토동 688 1층 101호,102호 ', latitude: 37.40773675, longitude: 127.0895134, distance: 1.2 },",,,,,
쭈꾸미家,경기도 성남시 수정구 금토동 688 1층 104호,37.40773675,127.0895134,1.2,"{ name: '쭈꾸미家', address: '경기도 성남시 수정구 금토동 688 1층 104호', latitude: 37.40773675, longitude: 127.0895134, distance: 1.2 },",,,,,
송이와 은어향기,경기도 성남시 수정구 시흥동 164-1 1층 ,37.42608337,127.1027162,1.21,"{ name: '송이와 은어향기', address: '경기도 성남시 수정구 시흥동 164-1 1층 ', latitude: 37.42608337, longitude: 127.1027162, distance: 1.21 },",,,,,
꾸이한끼(성남금토점),경기도 성남시 수정구 금토동 689 103호,37.40744824,127.0893972,1.23,"{ name: '꾸이한끼(성남금토점)', address: '경기도 성남시 수정구 금토동 689 103호', latitude: 37.40744824, longitude: 127.0893972, distance: 1.23 },",,,,,
메가엠지씨커피 판교위너스점,경기도 성남시 수정구 금토동 689 1층 102호 ,37.40744824,127.0893972,1.23,"{ name: '메가엠지씨커피 판교위너스점', address: '경기도 성남시 수정구 금토동 689 1층 102호 ', latitude: 37.40744824, longitude: 127.0893972, distance: 1.23 },",,,,,
샐러디 판교도시첨단점,경기도 성남시 수정구 금토동 689 판교 위너스 에비뉴 1층 105호 ,37.40744824,127.0893972,1.23,"{ name: '샐러디 판교도시첨단점', address: '경기도 성남시 수정구 금토동 689 판교 위너스 에비뉴 1층 105호 ', latitude: 37.40744824, longitude: 127.0893972, distance: 1.23 },",,,,,
카페 우드진 판교위너스에비뉴점,경기도 성남시 수정구 금토동 689 101호,37.40744824,127.0893972,1.23,"{ name: '카페 우드진 판교위너스에비뉴점', address: '경기도 성남시 수정구 금토동 689 101호', latitude: 37.40744824, longitude: 127.0893972, distance: 1.23 },",,,,,
퍼치드 커피 컴퍼니,경기도 성남시 수정구 금토동 689 107호 일부 ,37.40744824,127.0893972,1.23,"{ name: '퍼치드 커피 컴퍼니', address: '경기도 성남시 수정구 금토동 689 107호 일부 ', latitude: 37.40744824, longitude: 127.0893972, distance: 1.23 },",,,,,
투썸플레이스 판교만도점,경기도 성남시 분당구 삼평동 619 만도 GLOBAL R&D CENTER 1층 일부호 ,37.40446012,127.1005869,1.26,"{ name: '투썸플레이스 판교만도점', address: '경기도 성남시 분당구 삼평동 619 만도 GLOBAL R&D CENTER 1층 일부호 ', latitude: 37.40446012, longitude: 127.1005869, distance: 1.26 },",,,,,
졸리굿(Joollygood cafe),경기도 성남시 수정구 사송동 479-1 1층 ,37.41247782,127.112416,1.27,"{ name: '졸리굿(Joollygood cafe)', address: '경기도 성남시 수정구 사송동 479-1 1층 ', latitude: 37.41247782, longitude: 127.112416, distance: 1.27 },",,,,,
(주)대운푸드빌,경기도 성남시 수정구 금토동 261-4 ,37.41080822,127.0855174,1.28,"{ name: '(주)대운푸드빌', address: '경기도 성남시 수정구 금토동 261-4 ', latitude: 37.41080822, longitude: 127.0855174, distance: 1.28 },",,,,,
등촌샤브칼국수 고등점,경기도 성남시 수정구 시흥동 161-6 1층 ,37.42671148,127.102703,1.28,"{ name: '등촌샤브칼국수 고등점', address: '경기도 성남시 수정구 시흥동 161-6 1층 ', latitude: 37.42671148, longitude: 127.102703, distance: 1.28 },",,,,,
연인의정원 청계산로점,경기도 성남시 수정구 고등동 596-6 1층 ,37.42706453,127.0961347,1.28,"{ name: '연인의정원 청계산로점', address: '경기도 성남시 수정구 고등동 596-6 1층 ', latitude: 37.42706453, longitude: 127.0961347, distance: 1.28 },",,,,,
강돈,경기도 성남시 수정구 고등동 596-7 1층 ,37.42714194,127.0960029,1.29,"{ name: '강돈', address: '경기도 성남시 수정구 고등동 596-7 1층 ', latitude: 37.42714194, longitude: 127.0960029, distance: 1.29 },",,,,,
몽슈Monchou,"경기도 성남시 수정구 고등동 590 판교밸리 제일풍경채, 근린생활시설2동 117호일부 ",37.42725794,127.099232,1.29,"{ name: '몽슈Monchou', address: '경기도 성남시 수정구 고등동 590 판교밸리 제일풍경채, 근린생활시설2동 117호일부 ', latitude: 37.42725794, longitude: 127.099232, distance: 1.29 },",,,,,
샐러그릭,"경기도 성남시 수정구 고등동 590 판교밸리 제일풍경채, 근린생활시설4동 128호 ",37.42725794,127.099232,1.29,"{ name: '샐러그릭', address: '경기도 성남시 수정구 고등동 590 판교밸리 제일풍경채, 근린생활시설4동 128호 ', latitude: 37.42725794, longitude: 127.099232, distance: 1.29 },",,,,,
우리할매떡볶이 고등점,경기도 성남시 수정구 고등동 590 판교밸리 제일풍경채 근린생활시설1동 103호 ,37.42725794,127.099232,1.29,"{ name: '우리할매떡볶이 고등점', address: '경기도 성남시 수정구 고등동 590 판교밸리 제일풍경채 근린생활시설1동 103호 ', latitude: 37.42725794, longitude: 127.099232, distance: 1.29 },",,,,,
카페 인피니티,경기도 성남시 수정구 금토동 704 3층 일부 ,37.40698897,127.0887119,1.31,"{ name: '카페 인피니티', address: '경기도 성남시 수정구 금토동 704 3층 일부 ', latitude: 37.40698897, longitude: 127.0887119, distance: 1.31 },",,,,,
토브나인(tov9),"경기도 성남시 수정구 사송동 562-3 1,2층 일부 ",37.41493466,127.1134259,1.31,"{ name: '토브나인(tov9)', address: '경기도 성남시 수정구 사송동 562-3 1,2층 일부 ', latitude: 37.41493466, longitude: 127.1134259, distance: 1.31 },",,,,,
기러기(KIROGI),경기도 성남시 수정구 고등동 585 판교밸리자이 2단지 지하1층 136(일부)호 ,37.42735532,127.101274,1.32,"{ name: '기러기(KIROGI)', address: '경기도 성남시 수정구 고등동 585 판교밸리자이 2단지 지하1층 136(일부)호 ', latitude: 37.42735532, longitude: 127.101274, distance: 1.32 },",,,,,
맘스터치(판교밸리 고등점),경기도 성남시 수정구 고등동 585 판교밸리자이 2단지 지1층 125호 ,37.42735532,127.101274,1.32,"{ name: '맘스터치(판교밸리 고등점)', address: '경기도 성남시 수정구 고등동 585 판교밸리자이 2단지 지1층 125호 ', latitude: 37.42735532, longitude: 127.101274, distance: 1.32 },",,,,,
0627부대찌개 본점,경기도 성남시 분당구 삼평동 618 판교우림W-CITY  2층  211호 ,37.40378878,127.0999418,1.33,"{ name: '0627부대찌개 본점', address: '경기도 성남시 분당구 삼평동 618 판교우림W-CITY  2층  211호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
Monday kitchen(먼데이키친),경기도 성남시 분당구 삼평동 618 2층 231호 ,37.40378878,127.0999418,1.33,"{ name: 'Monday kitchen(먼데이키친)', address: '경기도 성남시 분당구 삼평동 618 2층 231호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
가비정,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 202호 ,37.40378878,127.0999418,1.33,"{ name: '가비정', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 202호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
감성커피판교우림W시티점,경기도 성남시 분당구 삼평동 618 1층 145호 ,37.40378878,127.0999418,1.33,"{ name: '감성커피판교우림W시티점', address: '경기도 성남시 분당구 삼평동 618 1층 145호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
"건강해, 샐러드",경기도 성남시 분당구 삼평동 618 판교우림W-CITY 222호 ,37.40378878,127.0999418,1.33,"{ name: '건강해, 샐러드', address: '경기도 성남시 분당구 삼평동 618 판교우림W-CITY 222호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
군산오징어 우림더블유시티점,경기도 성남시 분당구 삼평동 618 판교우림더블유시티 214호,37.40378878,127.0999418,1.33,"{ name: '군산오징어 우림더블유시티점', address: '경기도 성남시 분당구 삼평동 618 판교우림더블유시티 214호', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
그린쿡뷔페,경기도 성남시 분당구 삼평동 618 판교우림W-CITY  지하1층  B108호 ,37.40378878,127.0999418,1.33,"{ name: '그린쿡뷔페', address: '경기도 성남시 분당구 삼평동 618 판교우림W-CITY  지하1층  B108호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
담북김밥,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 114호 ,37.40378878,127.0999418,1.33,"{ name: '담북김밥', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 114호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
담소소사골순대 판교2호점,경기도 성남시 분당구 삼평동 618 판교우림W-CITY 1층 124호 ,37.40378878,127.0999418,1.33,"{ name: '담소소사골순대 판교2호점', address: '경기도 성남시 분당구 삼평동 618 판교우림W-CITY 1층 124호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
던킨 판교테크노밸리점,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 216호 ,37.40378878,127.0999418,1.33,"{ name: '던킨 판교테크노밸리점', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 216호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
돈까스에 미친 김밥,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 125호 ,37.40378878,127.0999418,1.33,"{ name: '돈까스에 미친 김밥', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 125호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
러브미텐더(판교우림W-CITY점),경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 104호 ,37.40378878,127.0999418,1.33,"{ name: '러브미텐더(판교우림W-CITY점)', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 104호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
려원쭈꾸미볶음,경기도 성남시 분당구 삼평동 618 우림W-CITY  지하1층 B110호 ,37.40378878,127.0999418,1.33,"{ name: '려원쭈꾸미볶음', address: '경기도 성남시 분당구 삼평동 618 우림W-CITY  지하1층 B110호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
메가엠지씨커피 판교우림W시티점,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 130호 ,37.40378878,127.0999418,1.33,"{ name: '메가엠지씨커피 판교우림W시티점', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 130호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
모박사부대찌개 판교점,경기도 성남시 분당구 삼평동 618 판교우림 W-CITY 지하1층 B118호 ,37.40378878,127.0999418,1.33,"{ name: '모박사부대찌개 판교점', address: '경기도 성남시 분당구 삼평동 618 판교우림 W-CITY 지하1층 B118호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
미소,"경기도 성남시 분당구 삼평동 618 2층 212호, 213호 ",37.40378878,127.0999418,1.33,"{ name: '미소', address: '경기도 성남시 분당구 삼평동 618 2층 212호, 213호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
반데로에(Van der Rohe),경기도 성남시 분당구 삼평동 618 우림 W-CITY 1층 137호,37.40378878,127.0999418,1.33,"{ name: '반데로에(Van der Rohe)', address: '경기도 성남시 분당구 삼평동 618 우림 W-CITY 1층 137호', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
본가광양불고기,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 227호 ,37.40378878,127.0999418,1.33,"{ name: '본가광양불고기', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 227호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
본우리반상 판교우림W시티점,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 229호 ,37.40378878,127.0999418,1.33,"{ name: '본우리반상 판교우림W시티점', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 229호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
북청집,경기도 성남시 분당구 삼평동 618 우림W-CITY 지하1층 B111호 ,37.40378878,127.0999418,1.33,"{ name: '북청집', address: '경기도 성남시 분당구 삼평동 618 우림W-CITY 지하1층 B111호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
블루샥 판교우림W시티점,경기도 성남시 분당구 삼평동 618 판교우림W-CITY 1층 144호 ,37.40378878,127.0999418,1.33,"{ name: '블루샥 판교우림W시티점', address: '경기도 성남시 분당구 삼평동 618 판교우림W-CITY 1층 144호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
블리스버거 판교점,경기도 성남시 분당구 삼평동 618 우림W-CITY 지하1층 B113호 ,37.40378878,127.0999418,1.33,"{ name: '블리스버거 판교점', address: '경기도 성남시 분당구 삼평동 618 우림W-CITY 지하1층 B113호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
빽다방 판교우림W시티점,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 133호 ,37.40378878,127.0999418,1.33,"{ name: '빽다방 판교우림W시티점', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 133호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
서호돈가스,경기도 성남시 분당구 삼평동 618 지하1층 B106호,37.40378878,127.0999418,1.33,"{ name: '서호돈가스', address: '경기도 성남시 분당구 삼평동 618 지하1층 B106호', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
세븐일레븐 판교우림점,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 122호,37.40378878,127.0999418,1.33,"{ name: '세븐일레븐 판교우림점', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 122호', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
소호면가,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 225호 ,37.40378878,127.0999418,1.33,"{ name: '소호면가', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 225호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
스시가오,경기도 성남시 분당구 삼평동 618 판교우림 W-CITY 2층 203호,37.40378878,127.0999418,1.33,"{ name: '스시가오', address: '경기도 성남시 분당구 삼평동 618 판교우림 W-CITY 2층 203호', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
아세야마,경기도 성남시 분당구 삼평동 618 판교우림W-CITY 2층 209호 ,37.40378878,127.0999418,1.33,"{ name: '아세야마', address: '경기도 성남시 분당구 삼평동 618 판교우림W-CITY 2층 209호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
압구정김치찌개,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 207호 ,37.40378878,127.0999418,1.33,"{ name: '압구정김치찌개', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 207호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
양평해장국,경기도 성남시 분당구 삼평동 618 우림W-City 2층 206호,37.40378878,127.0999418,1.33,"{ name: '양평해장국', address: '경기도 성남시 분당구 삼평동 618 우림W-City 2층 206호', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
엑스엑스커피메이커 판교점,경기도 성남시 분당구 삼평동 618 140호,37.40378878,127.0999418,1.33,"{ name: '엑스엑스커피메이커 판교점', address: '경기도 성남시 분당구 삼평동 618 140호', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
엠엠티에이치074,경기도 성남시 분당구 삼평동 618 판교우림W-CITY 1층 123호 ,37.40378878,127.0999418,1.33,"{ name: '엠엠티에이치074', address: '경기도 성남시 분당구 삼평동 618 판교우림W-CITY 1층 123호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
오마이OMC커피 판교2호점,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 135호 ,37.40378878,127.0999418,1.33,"{ name: '오마이OMC커피 판교2호점', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 135호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
오프(OFF),경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 지하1층 115일부호 ,37.40378878,127.0999418,1.33,"{ name: '오프(OFF)', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 지하1층 115일부호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
옵션스페셜티커피 판교우림더블유시티점,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 142호 ,37.40378878,127.0999418,1.33,"{ name: '옵션스페셜티커피 판교우림더블유시티점', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 142호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
우드진 판교우림W시티점,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 119호 ,37.40378878,127.0999418,1.33,"{ name: '우드진 판교우림W시티점', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 119호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
우림닭갈비,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 221호 ,37.40378878,127.0999418,1.33,"{ name: '우림닭갈비', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 221호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
우지커피 판교w시티점,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 101호,37.40378878,127.0999418,1.33,"{ name: '우지커피 판교w시티점', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 101호', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
이디야커피(판교우림더블유씨티점),경기도 성남시 분당구 삼평동 618 판교우림W-CITY  1층 120호 ,37.40378878,127.0999418,1.33,"{ name: '이디야커피(판교우림더블유씨티점)', address: '경기도 성남시 분당구 삼평동 618 판교우림W-CITY  1층 120호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
이오오(255),"경기도 성남시 분당구 삼평동 618 112호,113호 ",37.40378878,127.0999418,1.33,"{ name: '이오오(255)', address: '경기도 성남시 분당구 삼평동 618 112호,113호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
춘업순대국과0627부대찌개,경기도 성남시 분당구 삼평동 618 판교우림W-CITY 2층 215호 ,37.40378878,127.0999418,1.33,"{ name: '춘업순대국과0627부대찌개', address: '경기도 성남시 분당구 삼평동 618 판교우림W-CITY 2층 215호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
칭따오,경기도 성남시 분당구 삼평동 618 판교우림W-city 지하1층 B105호 ,37.40378878,127.0999418,1.33,"{ name: '칭따오', address: '경기도 성남시 분당구 삼평동 618 판교우림W-city 지하1층 B105호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
카페 아호,경기도 성남시 분당구 삼평동 618 ,37.40378878,127.0999418,1.33,"{ name: '카페 아호', address: '경기도 성남시 분당구 삼평동 618 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
카페 인니스,경기도 성남시 분당구 삼평동 618 판교 우림 W-City 132호,37.40378878,127.0999418,1.33,"{ name: '카페 인니스', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-City 132호', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
카페두레브,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 141호 ,37.40378878,127.0999418,1.33,"{ name: '카페두레브', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 141호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
커피베이 판교우림W-CITY점,"경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 110-1,  110-2호 ",37.40378878,127.0999418,1.33,"{ name: '커피베이 판교우림W-CITY점', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 110-1,  110-2호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
커피코트판교우림더블유시티점,경기도 성남시 분당구 삼평동 618 판교우림W-CITY 1층 134호 ,37.40378878,127.0999418,1.33,"{ name: '커피코트판교우림더블유시티점', address: '경기도 성남시 분당구 삼평동 618 판교우림W-CITY 1층 134호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
텐퍼센트커피 판교우림점,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 143호 ,37.40378878,127.0999418,1.33,"{ name: '텐퍼센트커피 판교우림점', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 143호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
통이큰낙지,"경기도 성남시 분당구 삼평동 618 우림W-CITY 지하1층 B103호, B104호 ",37.40378878,127.0999418,1.33,"{ name: '통이큰낙지', address: '경기도 성남시 분당구 삼평동 618 우림W-CITY 지하1층 B103호, B104호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
파슈문데,경기도 성남시 분당구 삼평동 618 우림W-CITY 204호 ,37.40378878,127.0999418,1.33,"{ name: '파슈문데', address: '경기도 성남시 분당구 삼평동 618 우림W-CITY 204호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
파츠커피,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 131호 ,37.40378878,127.0999418,1.33,"{ name: '파츠커피', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 1층 131호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
포앤타이판교우림더블유씨티(Pho&Thai),"경기도 성남시 분당구 삼평동 618 2층 230-1호, 230-2호 ",37.40378878,127.0999418,1.33,"{ name: '포앤타이판교우림더블유씨티(Pho&Thai)', address: '경기도 성남시 분당구 삼평동 618 2층 230-1호, 230-2호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
하코야 판교우림점,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 219호 ,37.40378878,127.0999418,1.33,"{ name: '하코야 판교우림점', address: '경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 219호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
한끼의 정석,"경기도 성남시 분당구 삼평동 618 우림W-CITY B101호일부, B102호 ",37.40378878,127.0999418,1.33,"{ name: '한끼의 정석', address: '경기도 성남시 분당구 삼평동 618 우림W-CITY B101호일부, B102호 ', latitude: 37.40378878, longitude: 127.0999418, distance: 1.33 },",,,,,
델리판교이노밸리5블럭카페점,경기도 성남시 분당구 삼평동 622 판교 이노밸리 E동 지하(일부)1층 ,37.40406934,127.1026902,1.34,"{ name: '델리판교이노밸리5블럭카페점', address: '경기도 성남시 분당구 삼평동 622 판교 이노밸리 E동 지하(일부)1층 ', latitude: 37.40406934, longitude: 127.1026902, distance: 1.34 },",,,,,
고기원칙 성남고등점,경기도 성남시 수정구 고등동 595-8 1층 전부 ,37.42759217,127.0952367,1.35,"{ name: '고기원칙 성남고등점', address: '경기도 성남시 수정구 고등동 595-8 1층 전부 ', latitude: 37.42759217, longitude: 127.0952367, distance: 1.35 },",,,,,
길동우동 고등점,경기도 성남시 수정구 고등동 593-6 108호,37.42748951,127.0948257,1.35,"{ name: '길동우동 고등점', address: '경기도 성남시 수정구 고등동 593-6 108호', latitude: 37.42748951, longitude: 127.0948257, distance: 1.35 },",,,,,
막떼기(2호점),경기도 성남시 수정구 고등동 593-6 1층 104호 ,37.42748951,127.0948257,1.35,"{ name: '막떼기(2호점)', address: '경기도 성남시 수정구 고등동 593-6 1층 104호 ', latitude: 37.42748951, longitude: 127.0948257, distance: 1.35 },",,,,,
벤스 타코앤버거,경기도 성남시 수정구 고등동 593-6 109호,37.42748951,127.0948257,1.35,"{ name: '벤스 타코앤버거', address: '경기도 성남시 수정구 고등동 593-6 109호', latitude: 37.42748951, longitude: 127.0948257, distance: 1.35 },",,,,,
오렌지 한식뷔페,경기도 성남시 수정구 고등동 593-6 1층 101호 ,37.42748951,127.0948257,1.35,"{ name: '오렌지 한식뷔페', address: '경기도 성남시 수정구 고등동 593-6 1층 101호 ', latitude: 37.42748951, longitude: 127.0948257, distance: 1.35 },",,,,,
투다리고등호반점,경기도 성남시 수정구 고등동 596 1층 ,37.4275762,127.0955976,1.35,"{ name: '투다리고등호반점', address: '경기도 성남시 수정구 고등동 596 1층 ', latitude: 37.4275762, longitude: 127.0955976, distance: 1.35 },",,,,,
차돌바우식당,경기도 성남시 수정구 고등동 396-15 1층 일부 ,37.42756934,127.1023897,1.36,"{ name: '차돌바우식당', address: '경기도 성남시 수정구 고등동 396-15 1층 일부 ', latitude: 37.42756934, longitude: 127.1023897, distance: 1.36 },",,,,,
감성커피 성남고등점,경기도 성남시 수정구 고등동 603 반도아이비밸리 1층 106호,37.42737857,127.0937335,1.37,"{ name: '감성커피 성남고등점', address: '경기도 성남시 수정구 고등동 603 반도아이비밸리 1층 106호', latitude: 37.42737857, longitude: 127.0937335, distance: 1.37 },",,,,,
